EU,Product.Type,Product.Type.Code,Product.Subtype,Product.Subtype.Code,Product.Subtype.Code.Check,Product,Product.Simple,Product.Simple.Code,Product.Code.Check,Component,Latin.Name,Notes,Nfix,Tree,Mulched,Incorp,Unknown.Fate,ECOCROP.Name,ECOCROP.Notes,ICC_Code_1.1,ICC_CropName,Livestock_Group,Livestock_Class,Livestock_Descriptor,CPC_Code_2.1,WFO_Code,UN_Comtrade_Code_1,UN_Comtrade_Description_1,UN_Comtrade_Code_2,UN_Comtrade_Description_2,Ref_Source,Ref_Name,Ref_Link,Ref_Match,Ref_Notes,Ref2_Source,Ref2_Name,Ref2_Link,Ref2_Match,Ref2_Notes
e3,Plant,Plant,Fruits,Fr,TRUE,Avocado,Avocado,Avo,TRUE,Fruit,Persea americana,,No,Yes,a17.1,a17.2,a17,Persea americana,,3.01.01,avocado,NA,NA,NA,NA,wfo-0000465160,80440,"fruit, edible; avocados, fresh or dried",,,,,,,,,,,,
e4,Plant,Plant,Fruits,Fr,TRUE,Banana (Ripe Sweet),Banana Sweet,Ban,TRUE,Fruit,Musa sp,,No,Yes,a17.1,a17.2,a17,Musa sp.,,3.01.02,banana,NA,NA,NA,NA,wfo-4000025011,80390,"fruit, edible; bananas, other than plantains, fresh or dried",,,,,,,,,,,,
b2,Plant,Plant,Fruits,Fr,TRUE,Blueberry,Blueberry,Blue,TRUE,Fruit,Vaccinium corymbosum,,No,Yes,a17.1,a17.2,a17,Vaccinium corymbosum,,3.04.06,blueberry,NA,NA,NA,NA,wfo-0000422953,81040,"fruit, edible; cranberries, bilberries and other fruits of the genus Vaccinium, fresh",,,,,,,,,,,,
e5,Plant,Plant,Fruits,Fr,TRUE,Cashew Apple,Cashew Apple,CaAp,TRUE,Fruit,Anacardium occidentale,,No,Yes,a17.1,a17.2,a17,Anacardium occidentale,,3.06.02,cashew nuts,NA,NA,NA,NA,wfo-0000533072,no match,,,,,,,,,,,,,
b3,Plant,Plant,Fruits,Fr,TRUE,Cherry,Cherry,Cher,TRUE,Fruit,Prunus avium;Prunus cerasus,,No,Yes,a17.1,a17.2,a17,Prunus sp.,Prunus avium + Prunus cerasus,3.05.03,cherry,NA,NA,NA,NA,wfo-0001005630-wfo-0001016331,80929,"fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh",,,,,,,,,,,,
b4,Plant,Plant,Fruits,Fr,TRUE,Cranberry,Cranberry,Cra,TRUE,Fruit,Vaccinium macrocarpum,,No,Yes,a17.1,a17.2,a17,Vaccinium macrocarpon,,3.04.07,cranberry,NA,NA,NA,NA,wfo-0000421932,81040,"fruit, edible; cranberries, bilberries and other fruits of the genus Vaccinium, fresh",,,,,,,,,,,,
l3,Plant,Plant,Fruits,Fr,TRUE,Coconut,Coconut,Coco,TRUE,Fruit,Cocos nucifera,,No,Yes,a17.1,a17.2,a17,Cocos nucifera,,4.04.01,coconut,NA,NA,NA,NA,wfo-0000903570,80112,"nuts, edible; coconuts, in the inner shell (endocarp)",,,,,,,,,,,,
b5,Plant,Plant,Fruits,Fr,TRUE,Currant,Currant,Cur,TRUE,Fruit,Ribes sp,,No,Yes,a17.1,a17.2,a17,Ribes sp.,,3.04.01,currants (all varieties),NA,NA,NA,NA,wfo-4000033210,81030,"fruit, edible; black, white or red currants and gooseberries, fresh",,,,,,,,,,,,
e40,Plant,Plant,Fruits,Fr,TRUE,Date,Date,Dat,TRUE,Fruit,Phoenix dactylifera,,No,Yes,a17.1,a17.2,a17,Phoenix dactylifera,,3.01.03,date,NA,NA,NA,NA,wfo-0000269752,80410,"fruit, edible; dates, fresh or dried",,,,,,,,,,,,
e6,Plant,Plant,Fruits,Fr,TRUE,Fig,Fig,Fig,TRUE,Fruit,Ficus sp,,No,Yes,a17.1,a17.2,a17,Ficus sp.,,3.01.05,fig,NA,NA,NA,NA,wfo-4000014727,80420,"fruit, edible; figs, fresh or dried",,,,,,,,,,,,
b6,Plant,Plant,Fruits,Fr,TRUE,Gooseberry,Gooseberry,Goo,TRUE,Fruit,Ribes grossularia,,No,Yes,a17.1,a17.2,a17,Ribes sp.,Ecocrop data for this specific species not available,3.04.02,gooseberry (all varieties),NA,NA,NA,NA,wfo-0000405193,81030,"fruit, edible; black, white or red currants and gooseberries, fresh",,,,,,,,,,,,
e10,Plant,Plant,Fruits,Fr,TRUE,Grapefruit,Grapefruit,GrFr,TRUE,Fruit,Citrus × paradisi,,No,Yes,a17.1,a17.2,a17,Citrus grandis.paradisi,Citrus grandis + Citrus paradisi,3.02.01,grapefruit,NA,NA,NA,NA,wfo-0000608138,80540,"fruit, edible; grapefruit, including pomelos, fresh or dried",,,,,,,,,,,,
e45,Plant,Plant,Fruits,Fr,TRUE,Pomelo,Pomelo,Pom,FALSE,Fruit,Citrus maxima,,No,Yes,a17.1,a17.2,a17,Citrus maxima,,,,,,,,,,,,,,,,,,,,,,
e11,Plant,Plant,Fruits,Fr,TRUE,Grape (Wine),Grape,Gra,TRUE,Fruit,Vitis sp,,No,Yes,a17.1,a17.2,a17,Vitis sp.,,3.03,grapes for wine,NA,NA,NA,NA,wfo-4000040377,80610,"fruit, edible; grapes, fresh",2204,"wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",,,,,,,,,,
e44,Plant,Plant,Fruits,Fr,TRUE,Grape (Table),Grape,Gra,TRUE,Fruit,Vitis sp,,No,Yes,a17.1,a17.2,a17,Vitis sp.,,3.03,grapes for table use,NA,NA,NA,NA,wfo-4000040377,80610,"fruit, edible; grapes, fresh",,,,,,,,,,,,
e41,Plant,Plant,Fruits,Fr,TRUE,Guava,Guava,Gua,TRUE,Fruit,Psidium guajava,,No,Yes,a17.1,a17.2,a17,Psidium guajava,,3.01.06,guava,NA,NA,NA,NA,wfo-0000284421,80450,"fruit, edible; guavas, mangoes and mangosteens, fresh or dried",,,,,,,,,,,,
e12,Plant,Plant,Fruits,Fr,TRUE,Kiwifruit,Kiwifruit,Kiw,TRUE,Fruit,Actinidia sp,,No,Yes,a17.1,a17.2,a17,Actinidia sp.,,3.04.03,kiwi fruit,NA,NA,NA,NA,wfo-4000000499,81050,"fruit, edible; kiwifruit, fresh",,,,,,,,,,,,
e13,Plant,Plant,Fruits,Fr,TRUE,Lemon,Lemon,Lem,TRUE,Fruit,Citrus limon,,No,Yes,a17.1,a17.2,a17,Citrus limon,,3.02.02,"lemon-lime, sweet-lime, sour",NA,NA,NA,NA,wfo-0001133139-wfo-0000608056,80550,"fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia , Citrus latifolia), fresh or dried",,,,,,,,,,,,
e14,Plant,Plant,Fruits,Fr,TRUE,Mango,Mango,Mang,TRUE,Fruit,Mangifera indica,,No,Yes,a17.1,a17.2,a17,Mangifera indica,,3.01.06,mango,NA,NA,NA,NA,wfo-0000371248,80450,"fruit, edible; guavas, mangoes and mangosteens, fresh or dried",,,,,,,,,,,,
e42,Plant,Plant,Fruits,Fr,TRUE,Mangosteen,Mangosteen,Mangst,TRUE,Fruit,Garcinia mangostana,,No,Yes,a17.1,a17.2,a17,Garcinia mangostana,,3.01.06,mangosteen/mangostano,NA,NA,NA,NA,wfo-0000694452,80450,"fruit, edible; guavas, mangoes and mangosteens, fresh or dried",,,,,,,,,,,,
e31,Plant,Plant,Fruits,Fr,TRUE,Melon,Melon,Mel,TRUE,Fruit,Cucumis melo,"Includes honeydew, cantaloupe, muskmelon, etc.",No,No,b27.2,b41.2,b40.2,Cucumis melo,,2.05.02,melon (except watermelon),NA,NA,NA,NA,wfo-0000628914,80719,"fruit, edible; melons, other than watermelons, fresh",,,,,,,,,,,,
g6.1,Plant,Plant,Fruits,Fr,TRUE,Olive (Fruits),Olive,Oliv,TRUE,Fruit,Olea europaea,Fruits,No,Yes,a17.1,a17.2,a17,Olea europaea,,4.04.02,olive,NA,NA,NA,NA,wfo-0000817273,70992,"vegetables; olives, fresh or chilled",,,,,,,,,,,,
e17,Plant,Plant,Fruits,Fr,TRUE,Orange,Orange,Ora,TRUE,Fruit,Citrus sinensis,,No,Yes,a17.1,a17.2,a17,Citrus sinensis,,3.02.03,orange,NA,NA,NA,NA,wfo-0001249323,80510,"fruit, edible; oranges, fresh or dried",,,,,,,,,,,,
e18,Plant,Plant,Fruits,Fr,TRUE,Papaya or Pawpaw,Papaya,Pap,TRUE,Fruit,Carica papaya,,No,Yes,a17.1,a17.2,a17,Actinidia sp.,,3.01.07,papaya (pawpaw),NA,NA,NA,NA,wfo-0000588009,80720,"fruit, edible; papaws (papayas), fresh",,,,,,,,,,,,
e19,Plant,Plant,Fruits,Fr,TRUE,Peach & Nectarine,Peach & Nectarine,PeNe,TRUE,Fruit,Prunus persica,,No,Yes,a17.1,a17.2,a17,Prunus persica,,3.05.05,peach,NA,NA,NA,NA,wfo-0001005418,80930,"fruit, edible; peaches, including nectarines, fresh",,,,,,,,,,,,
e20,Plant,Plant,Fruits,Fr,TRUE,Pear,Pear,Pear,TRUE,Fruit,Pyrus sp,,No,Yes,a17.1,a17.2,a17,Pyrus sp.,Pyrus communis + Pyrus pyrifolia eco values,3.05.06,pear,NA,NA,NA,NA,wfo-4000032328,80830,"fruit, edible; pears, fresh",,,,,,,,,,,,
e21,Plant,Plant,Fruits,Fr,TRUE,Persimmon,Persimmon,Per,TRUE,Fruit,Diospyros sp,,No,Yes,a17.1,a17.2,a17,Diospyros kaki,,3.01.90,persimmon,NA,NA,NA,NA,wfo-4000011857,81070,"fruit, edible; persimmons, fresh",,,,,,,,,,,,
e22,Plant,Plant,Fruits,Fr,TRUE,Pineapple,Pineapple,Pin,TRUE,Fruit,Ananas comosus,,No,No,b27.2,b41.2,b40.2,Ananas comosus,,3.01.08,pineapple,NA,NA,NA,NA,wfo-0000339432,80430,"fruit, edible; pineapples, fresh or dried",,,,,,,,,,,,
e24,Plant,Plant,Fruits,Fr,TRUE,Plum,Plum,Plu,TRUE,Fruit,Prunus sp,,No,Yes,a17.1,a17.2,a17,Prunus sp.,,3.05.08,plum,NA,NA,NA,NA,wfo-4000031284,80940,"fruit, edible; plums and sloes, fresh",,,,,,,,,,,,
e32,Plant,Plant,Fruits,Fr,TRUE,Pomegranate,Pomegranate,Pom,FALSE,Fruit,Punica granatum,,No,Yes,a17.1,a17.2,a17,Punica granatum,,3.9,pomegrante,NA,NA,NA,NA,wfo-0000468843,no match,,,,,,,,,,,,,
e25,Plant,Plant,Fruits,Fr,TRUE,Quince,Quince,Qui,TRUE,Fruit,Cydonia oblonga,,No,Yes,a17.1,a17.2,a17,Cydonia oblonga,,3.05.06,quince,NA,NA,NA,NA,wfo-0001011708,80840,"fruit, edible; quinces, fresh",,,,,,,,,,,,
e33,Plant,Plant,Fruits,Fr,TRUE,Sapodilla or Nispero,Sapodilla,Sap,TRUE,Fruit,Manilkara zapota,,No,Yes,a17.1,a17.2,a17,Manilkara zapota,,3.9,sapodilla,NA,NA,NA,NA,wfo-0000235995,no match,,,,,,,,,,,,,
b8,Plant,Plant,Fruits,Fr,TRUE,Strawberry,Strawberry,Str,TRUE,Fruit,Fragaria sp,,No,No,b27.2,b41.2,b40.2,Fragaria x ananassa,,3.04.05,strawberry,NA,NA,NA,NA,wfo-4000014995,81010,"fruit, edible; strawberries, fresh",,,,,,,,,,,,
e43,Plant,Plant,Fruits,Fr,TRUE,Tamarind,Tamarind,Tam,TRUE,Fruit,Tamarindus indica,,Yes,Yes,a16.1,a16.2,a16,Tamarindus indica,,no match,no match,NA,NA,NA,NA,wfo-0000170926,no match,,,,,,,,,,,,,
e26,Plant,Plant,Fruits,Fr,TRUE,Tangerine & Mandarine,Tangerine & Mandarine,Tan,TRUE,Fruit,Citrus reticulata,,No,Yes,a17.1,a17.2,a17,Citrus reticulata,,3.02.04,tangarine,NA,NA,NA,NA,wfo-0000608241,80521,"fruit, edible; mandarins (including tangerines and satsumas), fresh or dried",,,,,,,,,,,,
e28,Plant,Plant,Fruits,Fr,TRUE,Watermelon,Watermelon,Wate,TRUE,Fruit,Citrullus lanatus,,No,No,b27.2,b41.2,b40.2,Citrullus lanatus,,2.05.01,watermelon,NA,NA,NA,NA,wfo-0000607858,80711,"fruit, edible; watermelons, fresh",,,,,,,,,,,,
e29,Plant,Plant,Fruits,Fr,TRUE,Passionfruit,Passionfruit,Pas,TRUE,Fruit,Passiflora edulis,,No,No,b27.2,b41.2,b40.2,Passiflora edulis sp.,,no match,no match,NA,NA,NA,NA,wfo-0000479905,no match,,,,,,,,,,,,,
e35,Plant,Plant,Fruits,Fr,TRUE,Jujube,Jujube,Juj,TRUE,Fruit,Ziziphus jujuba,,No,Yes,a17.1,a17.2,a17,Ziziphus sp.,,no match,no match,NA,NA,NA,NA,wfo-0000430303,no match,,,,,,,,,,,,,
f2,Plant,Plant,Nuts,Nu,TRUE,Almond,Almond,Alm,TRUE,Seed,Prunus dulcis,,No,Yes,a17.1,a17.2,a17,Prunus amygdalus,,3.06.01,almond,NA,NA,NA,NA,wfo-0001005398,80211,"nuts, edible; almonds, fresh or dried, in shell",,,,,,,,,,,,
f3,Plant,Plant,Nuts,Nu,TRUE,Areca or Betel Nut,Areca Nut,Are,TRUE,Seed,Areca catechu,,No,Yes,a17.1,a17.2,a17,Areca catechu,,3.06.08-9.90.02,areca (betel nut)-betel nut,NA,NA,NA,NA,wfo-0000262000,80280,"nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled",,,,,,,,,,,,
f4,Plant,Plant,Nuts,Nu,TRUE,Brazil Nuts,Brazil Nuts,BrNu,TRUE,Seed,Bertholletia excelsa,,No,Yes,a17.1,a17.2,a17,Bertholletia excelsa,,3.06.07,brazil nut,NA,NA,NA,NA,wfo-0000775013,80121,"nuts, edible; brazil nuts, fresh or dried, in shell",,,,,,,,,,,,
f5,Plant,Plant,Nuts,Nu,TRUE,Cashew Nut,Cashew Nut,CaNu,TRUE,Seed,Anacardium occidentale,,No,Yes,a17.1,a17.2,a17,Anacardium occidentale,,3.06.02,cashew nuts,NA,NA,NA,NA,wfo-0000533072,80131,"nuts, edible; cashew nuts, fresh or dried, in shell",,,,,,,,,,,,
f13,Plant,Plant,Nuts,Nu,TRUE,Pistachio Nut,Pistachio Nut,Pis,TRUE,Seed,Pistacia vera,,No,Yes,a17.1,a17.2,a17,Pistacia vera,,3.06.05,pistachio nut,NA,NA,NA,NA,wfo-0000393766,80251,"nuts, edible; pistachios, fresh or dried, in shell",,,,,,,,,,,,
f6,Plant,Plant,Nuts,Nu,TRUE,Chestnut,Chestnut,Che,TRUE,Seed,Castanea sp,,No,Yes,a17.1,a17.2,a17,Castanea sp.,,3.06.03,chestnut,NA,NA,NA,NA,wfo-4000006925,80241,"nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell",,,,,,,,,,,,
f7,Plant,Plant,Nuts,Nu,TRUE,Hazelnut,Hazelnut,Haz,TRUE,Seed,Corylus avellana,,No,Yes,a17.1,a17.2,a17,Corylus avellana,,3.06.04,filbert (hazelnut),NA,NA,NA,NA,wfo-0000925259,80221,"nuts, edible; hazelnuts or filberts (Corylus spp.), fresh or dried, in shell",,,,,,,,,,,,
f8,Plant,Plant,Nuts,Nu,TRUE,Shea Nut,Shea Nut,She,TRUE,Seed,Vitellaria paradoxa,,No,Yes,a17.1,a17.2,a17,Vitellaria paradoxa,,4.03.09,shea tree (shea butter or karite nut),NA,NA,NA,NA,wfo-0000332885,no match,,,,,,,,,,,,,
f9,Plant,Plant,Nuts,Nu,TRUE,Kola Nut,Kola Nut,Kol,TRUE,Seed,Cola sp,,No,Yes,a17.1,a17.2,a17,Cola sp.,Cola acuminate + Cola nitida eco averages,3.06.09,cola nut (all varieties),NA,NA,NA,NA,wfo-4000008876,80270,"nuts, edible; kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled",,,,,,,,,,,,
f18,Plant,Plant,Nuts,Nu,TRUE,Walnut,Walnut,Wal,TRUE,Seed,Juglans sp,,No,Yes,a17.1,a17.2,a17,Juglans sp.,Juglans regia + Juglans hindsii + Juglans nigra + Juglans sieboldiana eco averages,3.06.06,walnut,NA,NA,NA,NA,wfo-4000019653,80231,"nuts, edible; walnuts, fresh or dried, in shell",,,,,,,,,,,,
g4,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Palm Oil,Palm Oil,PaOi,TRUE,Oil,Elaeis guineensis,,No,Yes,a17.1,a17.2,a17,Elaeis guineensis,,4.04.03,"palm, oil",NA,NA,NA,NA,wfo-0000947985,1511,"palm oil and its fractions; whether or not refined, but not chemically modified",,,,,,,,,,,,
g6,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Olive,Olive,Oliv,TRUE,Unspecified,Olea europaea,,No,Yes,a17.1,a17.2,a17,Olea europaea,,4.04.02,olive,NA,NA,NA,NA,wfo-0000817273,1509,"olive oil and its fractions; whether or not refined, but not chemically modified",,,,,,,,,,,,
g6.2,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Olive (Oil),Olive,Oliv,TRUE,Oil,Olea europaea,,No,Yes,a17.1,a17.2,a17,Olea europaea,,4.04.02,olive,NA,NA,NA,NA,wfo-0000817273,1509,"olive oil and its fractions; whether or not refined, but not chemically modified",,,,,,,,,,,,
g7,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Palm Kernel,Palm Oil,PaOi,TRUE,Seed,Elaeis guineensis,,No,Yes,a17.1,a17.2,a17,Elaeis guineensis,,4.04.03,"palm, kernel oil",NA,NA,NA,NA,wfo-0000947985,120710,"oil seeds; palm nuts and kernels, whether or not broken",,,,,,,,,,,,
g8,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Canola or Rape (Seed),Canola,Can,TRUE,Seed,Brassica napus,,No,No,b27.2,b41.2,b40.2,Brassica napus,,4.03.05,colza (rapeseed),NA,NA,NA,NA,wfo-0000571271-wfo-0000571186,120590,"oil seeds; rape or colza seeds, other than low erucic, whether or not broken",,,,,,,,,,,,
g8.1,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Canola or Rape (Oil),Canola,Can,TRUE,Oil,Brassica napus,,No,No,b27.2,b41.2,b40.2,Brassica napus,,4.03.05,colza (rapeseed),NA,NA,NA,NA,wfo-0000571271-wfo-0000571186,151411,"vegetable oils; low erucic acid rape or colza oil and its fractions, crude",,,,,,,,,,,,
g9,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Sunflower,Sunflower,Sunf,TRUE,Unspecified,Helianthus annuus,Only used for outcomes reporting sunflower yield in terms of seeds and/or biomass.,No,No,b27.2,b41.2,b40.2,Helianthus annuus,,4.03.08,sunflower for oil seed,NA,NA,NA,NA,wfo-0000088131,120600,"oil seeds; sunflower seeds, whether or not broken",,,,,,,,,,,,
g9.1,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Sunflower (Seed),Sunflower,Sunf,TRUE,Seed,Helianthus annuus,Only used for outcomes reporting sunflower yield in terms of seeds and/or biomass.,No,No,b27.2,b41.2,b40.2,Helianthus annuus,,4.03.08,sunflower for oil seed,NA,NA,NA,NA,wfo-0000088131,120600,"oil seeds; sunflower seeds, whether or not broken",,,,,,,,,,,,
g9.2,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Sunflower (Oil),Sunflower,Sunf,TRUE,Oil,Helianthus annuus,Only used for productivity outcomes reporting sunflower oil .,No,No,b27.2,b41.2,b40.2,Helianthus annuus,,4.03.08,sunflower for oil seed,NA,NA,NA,NA,wfo-0000088131,151211,"vegetable oils; sunflower seed or safflower oil and their fractions, crude, not chemically modified",,,,,,,,,,,,
f15,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Safflower Seed,Safflower,Saf,TRUE,Seed,Carthamus tinctorius,,No,No,b27.2,b41.2,b40.2,Carthamus tinctorius,,4.03.06,safflower,NA,NA,NA,NA,wfo-0000024004,120760,"oil seeds; safflower (Carthamus tinctorius) seeds, whether or not broken",,,,,,,,,,,,
f16,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Sesame Seed,Sesame,Ses,TRUE,Seed,Sesamum indicum,,No,No,b27.2,b41.2,b40.2,Sesamum indicum,,4.03.07,sesame,NA,NA,NA,NA,wfo-0000497088,120740,"oil seeds; sesamum seeds, whether or not broken",,,,,,,,,,,,
g12,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Niger Seed,Niger,Nig,TRUE,Seed,Guizotia abyssinica,,No,No,b27.2,b41.2,b40.2,Guizotia abyssinica,,4.03.04,niger seed,NA,NA,NA,NA,wfo-0000095153,no match,,,,,,,,,,,,,
g2,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Castor Seed,Castor,Cast,TRUE,Seed,Ricinus communis,,No,Yes,a17.1,a17.2,a17,Ricinus communis,,4.03.01,castor bean,NA,NA,NA,NA,wfo-0000297077,120730,"oil seeds; castor oil seeds, whether or not broken",,,,,,,,,,,,
g3,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Jojoba,Jojoba,Joj,TRUE,Seed,Simmondsia chinensis,,No,Yes,a17.1,a17.2,a17,Simmondsia chinensis,,4.03.11,jojoba,NA,NA,NA,NA,wfo-0001219023,no match,,,,,,,,,,,,,
f10,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Linseed,Linseed,Lin,TRUE,Seed,Linum sp,,No,No,b27.2,b41.2,b40.2,Linum usitatissimum,,4.03.02,linseed (flax for oil seed),NA,NA,NA,NA,wfo-4000021903,120400,"oil seeds; linseed, whether or not broken",,,,,,,,,,,,
f17,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Tung Seed,Tung,Tun,TRUE,Seed,Vernicia fordii,,No,Yes,a17.1,a17.2,a17,Aleurites fordii,Vernicia fordii is a synonym for Aleurites fordii,4.03.10,tung tree,NA,NA,NA,NA,wfo-0000332485,no match,,,,,,,,,,,,,
g10,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Tallowtree Seed,Tallowtree,Tall,TRUE,Seed,Triadica sebifera,"Used for soap, candles and biodiesel.",No,Yes,a17.1,a17.2,a17,Sapium sebiferum,Triadica sebifera is a synonym for Sapium sebiferum,4.03.13,tallow tree,NA,NA,NA,NA,wfo-0000327067,no match,,,,,,,,,,,,,
g11.1,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Jatropha (Seed),Jatropha,Jat,TRUE,Seed,Jatropha curcas,,No,Yes,a17.1,a17.2,a17,Jatropha curcas,,no match,no match,NA,NA,NA,NA,wfo-0000219580,no match,,,,,,,,,,,,,
g11.2,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Jatropha (Oil),Jatropha,Jat,TRUE,Oil,Jatropha curcas,,No,Yes,a17.1,a17.2,a17,Jatropha curcas,,no match,no match,NA,NA,NA,NA,wfo-0000219580,no match,,,,,,,,,,,,,
k35.1,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Calabash or Bottle Gourd (Seed),Calabash,Cala,TRUE,Seed,Lagenaria siceraria,,No,No,b27.2,b41.2,b40.2,Lagenaria siceraria,,no match,no match,NA,NA,NA,NA,wfo-0000361549,no match,,,,,,,,,,,,,
h9.2,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Groundnut or Peanut (Oil),Groundnut,Grou,TRUE,Oil,Arachis hypogaea,,Yes,No,b27.1,b41.1,b40.1,Arachis hypogaea,Arachis hypogaea,,,NA,NA,NA,NA,wfo-4000002816,no match,,,,,,,,,,,,,
g13,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Sunn Hemp (Seed),Sunn Hemp,SuHe,TRUE,Seed,Crotalaria juncea,,Yes,Yes,a16.1,a16.2,a16,Crotalaria juncea,,no match,no match,NA,NA,NA,NA,wfo-0000210925,no match,,,,,,,,,,,,,
d5.1,Plant,Plant,Oilseeds and Oils,OiSe,TRUE,Cotton (Seed),Cotton,Cott,TRUE,Seed,Gossypium sp,,No,No,b27.2,b41.2,b40.2,Gossypium sp.,Gossypium barbadense + Gossypium hirsutum + Gossypium arboreum + Gossypium herbaceum,9.02.01.01,cottonseed (all varieties),NA,NA,NA,NA,wfo-4000016081,120721,"oil seeds; cotton seeds, seed, whether or not broken",,,,,,,,,,,,
h3,Plant,Plant,Legumes,Le,TRUE,Mung Bean or Green Gram,Mung Bean,Mun,TRUE,Seed,Vigna radiata,,Yes,No,b27.1,b41.1,b40.1,Vigna radiata,,no match,no match,NA,NA,NA,NA,wfo-0000183493,71331,"vegetables, leguminous; beans of the species Vigna mungo (l.) hepper or Vigna radiata (l.) wilczek, shelled, whether or not skinned or split, dried",,,,,,,,,,,,
h4,Plant,Plant,Legumes,Le,TRUE,Peas,Peas,Pea,TRUE,Seed,Pisum sativum,,Yes,No,b27.1,b41.1,b40.1,Pisum sativum,,7.07,"pea, edible dry, for grain-pea, harvested green",NA,NA,NA,NA,wfo-0000212718,70810,"vegetables, leguminous; peas (Pisum sativum), shelled or unshelled, fresh or chilled",,,,,,,,,,,,
