EU,Product.Type,Product.Type.Code,Product.Subtype,Product.Subtype.Code,Product.Subtype.Code.Check,Product,Product.Simple,Product.Simple.Code,Product.Code.Check,Component,Latin.Name,Notes,Nfix,Tree,Mulched,Incorp,Unknown.Fate,ECOCROP.Name,ECOCROP.Notes,ICC_Code_1.1,ICC_CropName,Livestock_Group,Livestock_Class,Livestock_Descriptor,CPC_Code_2.1,WFO_Code,UN_Comtrade_Code_1,UN_Comtrade_Description_1,UN_Comtrade_Code_2,UN_Comtrade_Description_2,Ref_Source,Ref_Name,Ref_Link,Ref_Match,Ref_Notes,Ref2_Source,Ref2_Name,Ref2_Link,Ref2_Match,Ref2_Notes
h5,Plant,Plant,Legumes,Le,TRUE,Bambara Nut,Bambara Nut,Bam,TRUE,Seed,Vigna subterranea,,Yes,No,b27.1,b41.1,b40.1,Vigna subterranea,,7.09,bambara bean,NA,NA,NA,NA,wfo-0000189255,71334,"vegetables, leguminous; bambara beans (Vigna subterranea or Voandzeia subterranea), shelled, whether or not skinned or split, dried",,,,,,,,,,,,
h6,Plant,Plant,Legumes,Le,TRUE,Broad or Fava Bean,Fava Bean,Fav,TRUE,Seed,Vicia faba,,Yes,No,b27.1,b41.1,b40.1,Vicia faba,,7.02,"broad bean, dry-broad bean, harvested green",NA,NA,NA,NA,wfo-0000212739,71350,"vegetables, leguminous; broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina and Vicia faba var. minor), shelled, whether or not skinned or split, dried",,,,,,,,,,,,
h7,Plant,Plant,Legumes,Le,TRUE,Chickpea,Chickpea,Chic,TRUE,Seed,Cicer arietinum,,Yes,No,b27.1,b41.1,b40.1,Cicer arietinum,,7.03,chickpea (gram pea),NA,NA,NA,NA,wfo-0000196617,71320,"vegetables, leguminous; chickpeas (garbanzos), shelled, whether or not skinned or split, dried",,,,,,,,,,,,
h8,Plant,Plant,Legumes,Le,TRUE,Cowpea,Cowpea,CoPe,TRUE,Seed,Vigna unguiculata,,Yes,No,b27.1,b41.1,b40.1,Vigna unguiculata sp.,Vigna unguiculate + Vigna unguiculata ssp. Dekindtiana + Vigna unguiculata ssp. Sesquipedalis + Vigna unguiculata ssp. Unguiculate + Vigna unguiculata ssp. Stenophylla + Vigna unguiculata ssp. Pubescens + Vigna unguiculata ssp. biflora,7.04,"cowpea, for grain-cowpea, harvested green",NA,NA,NA,NA,wfo-0000189386,71335,"vegetables, leguminous; cow peas (Vigna unguiculata), shelled, whether or not skinned or split, dried",,,,,,,,,,,,
h8.1,Plant,Plant,Legumes,Le,TRUE,Cowpea,Cowpea,CoPe,TRUE,Pod,Vigna unguiculata,,Yes,No,b27.1,b41.1,b40.1,Vigna unguiculata sp.,Vigna unguiculate + Vigna unguiculata ssp. Dekindtiana + Vigna unguiculata ssp. Sesquipedalis + Vigna unguiculata ssp. Unguiculate + Vigna unguiculata ssp. Stenophylla + Vigna unguiculata ssp. Pubescens + Vigna unguiculata ssp. biflora,7.04,"cowpea, for grain-cowpea, harvested green",NA,NA,NA,NA,wfo-0000189386,71335,"vegetables, leguminous; cow peas (Vigna unguiculata), shelled, whether or not skinned or split, dried",,,,,,,,,,,,
h9,Plant,Plant,Legumes,Le,TRUE,Groundnut or Peanut,Groundnut,Grou,TRUE,Seed,Arachis hypogaea,,Yes,No,b27.1,b41.1,b40.1,Arachis hypogaea,Arachis hypogaea,4.02,groundnut (peanut),NA,NA,NA,NA,wfo-4000002816,120230,"ground-nuts; seed, not roasted or otherwise cooked, whether or not shelled or broken",,,,,,,,,,,,
h9.1,Plant,Plant,Legumes,Le,TRUE,Groundnut or Peanut (Pod),Groundnut,Grou,TRUE,Pod,Arachis hypogaea,,Yes,No,b27.1,b41.1,b40.1,Arachis hypogaea,Arachis hypogaea,4.02,groundnut (peanut),NA,NA,NA,NA,wfo-4000002816,120230,"ground-nuts; seed, not roasted or otherwise cooked, whether or not shelled or broken",,,,,,,,,,,,
h10,Plant,Plant,Legumes,Le,TRUE,Lentil,Lentil,Len,TRUE,Seed,Lens culinaris,,Yes,No,b27.1,b41.1,b40.1,Lens culinaris,,7.05,lentil,NA,NA,NA,NA,wfo-0000212711,71340,"vegetables, leguminous; lentils, shelled, whether or not skinned or split, dried",,,,,,,,,,,,
h11,Plant,Plant,Legumes,Le,TRUE,Lupin,Lupin,Lup,TRUE,Seed,Lupinus sp,,Yes,No,b27.1,b41.1,b40.1,Lupinus sp.,Lupinus albus + Lupinus cosentinii + Lupinus luteus + Lupinus mutabilis + Lupinus pilosus + Lupinus atlanticus,7.06,lupine (all varieties),NA,NA,NA,NA,wfo-4000022442,no match,,,,,,,,,,,,,
h12,Plant,Plant,Legumes,Le,TRUE,Pigeon Pea,Pigeon Pea,PiPe,TRUE,Seed,Cajanus cajan,,Yes,No,b27.1,b41.1,b40.1,Cajanus cajan,,7.08,pigeon pea,NA,NA,NA,NA,wfo-0000179103,71360,"vegetables, leguminous; pigeon peas (Cajanus cajan), shelled, whether or not skinned or split, dried",,,,,,,,,,,,
h13,Plant,Plant,Legumes,Le,TRUE,Soybean,Soybean,Soy,TRUE,Seed,Glycine max,,Yes,No,b27.1,b41.1,b40.1,Glycine max,,4.01,soybean,NA,NA,NA,NA,wfo-0000181462,120110,"soya beans; seed, whether or not broken",,,,,,,,,,,,
h14,Plant,Plant,Legumes,Le,TRUE,Common Bean,Common Bean,CoBe,TRUE,Seed,Phaseolus vulgaris,Use for dried beans.,Yes,No,b27.1,b41.1,b40.1,Phaseolus vulgaris,,no match,no match,NA,NA,NA,NA,wfo-0000183282,70820,"vegetables, leguminous; beans (Vigna spp., Phaseolus spp.), shelled or unshelled, fresh or chilled",,,,,,,,,,,,
h15,Plant,Plant,Legumes,Le,TRUE,French Bean,Common Bean,CoBe,TRUE,Pod,Phaseolus vulgaris,"Eaten as a green vegetable, string beans, field beans, green beans, haricot beans, etc.",Yes,No,b27.1,b41.1,b40.1,Phaseolus vulgaris,,no match,no match,NA,NA,NA,NA,wfo-0000183282,70820,"vegetables, leguminous; beans (Vigna spp., Phaseolus spp.), shelled or unshelled, fresh or chilled",,,,,,,,,,,,
h17,Plant,Plant,Legumes,Le,TRUE,Long Bean,Long Bean,Lon,TRUE,Seed,Vigna unguiculata,"Eaten as a green vegetable, pods.",Yes,No,b27.1,b41.1,b40.1,Vigna unguiculata sp.,,no match,no match,NA,NA,NA,NA,wfo-0000189386,70820,"vegetables, leguminous; beans (Vigna spp., Phaseolus spp.), shelled or unshelled, fresh or chilled",,,,,,,,,,,,
h18,Plant,Plant,Legumes,Le,TRUE,Rice Bean,Rice Bean,Ric,TRUE,Seed,Vigna umbellata,,Yes,No,b27.1,b41.1,b40.1,Vigna umbellata,,no match,no match,NA,NA,NA,NA,wfo-0000189344,70820,"vegetables, leguminous; beans (Vigna spp., Phaseolus spp.), shelled or unshelled, fresh or chilled",,,,,,,,,,,,
h19,Plant,Plant,Legumes,Le,TRUE,Horsegram,Horsegram,Hor,TRUE,Seed,Dolichos uniflorus,Dolichos uniflorus identified as macrotyloma.,Yes,No,b27.1,b41.1,b40.1,Macrotyloma uniflorum,,no match,no match,NA,NA,NA,NA,wfo-0000182309,no match,,,,,,,,,,,,,
h21,Plant,Plant,Legumes,Le,TRUE,Black Gram,Black Gram,Bla,TRUE,Seed,Vigna mungo,,Yes,No,b27.1,b41.1,b40.1,Vigna mungo,,no match,no match,NA,NA,NA,NA,wfo-0000188854,71331,"vegetables, leguminous; beans of the species Vigna mungo (l.) hepper or Vigna radiata (l.) wilczek, shelled, whether or not skinned or split, dried",,,,,,,,,,,,
h22,Plant,Plant,Legumes,Le,TRUE,Lablab,Lablab,Lab,TRUE,Seed,Lablab purpureus,"Only when used as a food/agricultural product, not as a green manure.#",Yes,No,b27.1,b41.1,b40.1,Lablab purpureus,,no match,no match,NA,NA,NA,NA,wfo-0000181603,no match,,,,,,,,,,,,,
h23,Plant,Plant,Legumes,Le,TRUE,"Velvet Bean, Mucuna",Velvet Bean,Vel,TRUE,Seed,Mucuna pruriens,"Only when used as a food/agricultural product, not as a green manure. Eco-crop values average for Mucuna pruriens var utilis + Mucuna pruriens",Yes,No,b27.1,b41.1,b40.1,Mucuna pruriens sp.,,no match,no match,NA,NA,NA,NA,wfo-0000182545,no match,,,,,,,,,,,,,
h24,Plant,Plant,Legumes,Le,TRUE,African Yam Bean,African Yam Bean,Afr,TRUE,Seed,Sphenostylis stenocarpa,,Yes,No,b27.1,b41.1,b40.1,Sphenostylis stenocarpa,,no match,no match,NA,NA,NA,NA,wfo-0000183997,no match,,,,,,,,,,,,,
h25,Plant,Plant,Legumes,Le,TRUE,"Lima, Butter, Sieva or Madagascar Bean",Butter Bean,But,TRUE,Seed,Phaseolus lunatus,,Yes,No,b27.1,b41.1,b40.1,Phaseolus lunatus,,no match,no match,NA,NA,NA,NA,wfo-0000183263,70820,"vegetables, leguminous; beans (Vigna spp., Phaseolus spp.), shelled or unshelled, fresh or chilled",,,,,,,,,,,,
h27,Plant,Plant,Legumes,Le,TRUE,Jack Bean,Jack Bean,Jac,TRUE,Seed,Canavalia ensiformis,,Yes,No,b27.1,b41.1,b40.1,Canavalia ensiformis,,no match,no match,NA,NA,NA,NA,wfo-0000189815,no match,,,,,,,,,,,,,
h28,Plant,Plant,Legumes,Le,TRUE,"Grass Pea, Indian Pea, Blue Sweet Pea, Chickling Pea, White Pea, White Vetch",Indian Pea,Ind,TRUE,Seed,Lathyrus sativus,,Yes,No,b27.1,b41.1,b40.1,Lathyrus sativus,,no match,no match,NA,NA,NA,NA,wfo-0000212703,no match,,,,,,,,,,,,,
h29,Plant,Plant,Legumes,Le,TRUE,Unspecified Legume,Unspecified Legume,UnLe,TRUE,Seed,NA,,Yes,No,b27.1,b41.1,b40.1,NA,NA,no match,no match,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
e23,Plant,Plant,Starchy Staples,StSt,TRUE,Plantains and Cooking Banana,Cooking Banana,CoBa,TRUE,Fruit,Musa sp,,No,No,b27.2,b41.2,b40.2,Musa sp.,,3.01.03,plantain,NA,NA,NA,NA,wfo-4000025011,80310,"fruit, edible; plantains, fresh or dried",,,,,,,,,,,,
i3,Plant,Plant,Starchy Staples,StSt,TRUE,Cassava or Yuca,Cassava,Cass,TRUE,Tuber/Root/Bulb,Manihot esculenta,,No,No,b27.2,b41.2,b40.2,Manihot esculenta,,5.03,cassava (manioc),NA,NA,NA,NA,wfo-0000235507,71410,"vegetable roots and tubers; manioc (cassava), with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",,,,,,,,,,,,
i7,Plant,Plant,Starchy Staples,StSt,TRUE,Potato,Potato,Pot,TRUE,Tuber/Root/Bulb,Solanum tuberosum,,No,No,b27.2,b41.2,b40.2,Solanum tuberosum,,5.01,potato,NA,NA,NA,NA,wfo-0001031908,70190,"vegetables; potatoes (other than seed), fresh or chilled",,,,,,,,,,,,
i9,Plant,Plant,Starchy Staples,StSt,TRUE,Sweet Potato,Sweet Potato,SwPo,TRUE,Tuber/Root/Bulb,Ipomoea batatas,,No,No,b27.2,b41.2,b40.2,Ipomoea batatas,,5.02,"potato, sweet",NA,NA,NA,NA,wfo-0001297246,71420,"vegetable roots and tubers; sweet potatoes, with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",,,,,,,,,,,,
i10,Plant,Plant,Starchy Staples,StSt,TRUE,Taro or Old Cocoyam or Arrowroot,Taro,Tar,TRUE,Tuber/Root/Bulb,Colocasia esculenta,,No,No,b27.2,b41.2,b40.2,Colocasia esculenta,,5.9,arrowroot,NA,NA,NA,NA,wfo-0000917419,71440,"vegetable roots and tubers; taro (Colocasia spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",,,,,,,,,,,,
i11,Plant,Plant,Starchy Staples,StSt,TRUE,Yam,Yam,Yam,TRUE,Tuber/Root/Bulb,Dioscorea sp,,No,No,b27.2,b41.2,b40.2,Dioscorea sp.,Dioscorea alata + Dioscorea bulbifera + Dioscorea esculenta + Dioscorea rotundata + Dioscorea cayenensis + Dioscorea composita + Dioscorea dumetorum + Dioscorea floribunda + Dioscorea opposite + Dioscorea trifida,5.04,yam,NA,NA,NA,NA,wfo-4000011843,71430,"vegetable roots and tubers; yams (Dioscorea spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",,,,,,,,,,,,
i14,Plant,Plant,Starchy Staples,StSt,TRUE,Yautia or New Cocoyam,New Cocoyam,New,TRUE,Tuber/Root/Bulb,Xanthosoma sp,,No,No,b27.2,b41.2,b40.2,Xanthosoma sp.,Xanthosoma sagittifolium + Xanthosoma brasiliense,5.06,yautia,NA,NA,NA,NA,wfo-4000040897,71450,"vegetable roots and tubers; yautia (Xanthosoma spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",,,,,,,,,,,,
j2,Plant,Plant,Spices,Sp,TRUE,Anise,Anise,Ani,TRUE,Fruit,Pimpinella anisum,,No,No,b27.2,b41.2,b40.2,Pimpinella anisum,,6.02.01.02,anise seeds,NA,NA,NA,NA,wfo-0000390925,90961,"spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground",,,,,,,,,,,,
j3,Plant,Plant,Spices,Sp,TRUE,Cardamom,Cardamom,Card,TRUE,Seed,Elettaria cardamomum,,No,No,b27.2,b41.2,b40.2,Elettaria cardamomum,,6.02.02.02,cardamom,NA,NA,NA,NA,wfo-4000013185-wfo-4000001644,90831,"spices; cardamoms, neither crushed nor ground",,,,,,,,,,,,
j5,Plant,Plant,Spices,Sp,TRUE,Cinnamon,Cinnamon,Cin,TRUE,Bark,Cinnamomum sp,,No,Yes,a17.1,a17.2,a17,Cinnamomum sp.,Cinnamomum camphora + Cinnamomum verum + Cinnamomum burmannii + Cinnamomum cassia + Cinnamomum loureirii,6.02.02.03,cinnamon,NA,NA,NA,NA,wfo-4000008342,90611,"spices; cinnamon (Cinnamomum zeylanicum blume), neither crushed nor ground",,,,,,,,,,,,
j6,Plant,Plant,Spices,Sp,TRUE,Cloves,Cloves,Clo,TRUE,Flower,Syzygium aromaticum,,No,No,b27.2,b41.2,b40.2,Eugenia aromatica,,6.02.02.04,clove,NA,NA,NA,NA,wfo-0000318267,90710,"spices; cloves (whole fruit, cloves and stems), neither crushed nor ground",,,,,,,,,,,,
j12,Plant,Plant,Spices,Sp,TRUE,Coriander (Seed),Coriander,Cor,TRUE,Seed,Coriandrum sativum,,No,No,b27.2,b41.2,b40.2,Coriandrum sativum,,no match,no match,NA,NA,NA,NA,wfo-0000621274,90921,"spices; coriander seeds, neither crushed nor ground",,,,,,,,,,,,
j11,Plant,Plant,Spices,Sp,TRUE,Cumin,Cumin,Cum,TRUE,Seed,Cuminum cyminum,,No,No,b27.2,b41.2,b40.2,Cuminum cyminum,,no match,no match,NA,NA,NA,NA,wfo-0000629277,90931,"spices; cumin seeds, neither crushed nor ground",,,,,,,,,,,,
i6,Plant,Plant,Spices,Sp,TRUE,Ginger,Ginger,Gin,TRUE,Root,Zingiber officinale,,No,No,b27.2,b41.2,b40.2,Zingiber officinale,,6.02.02.05,ginger,NA,NA,NA,NA,wfo-0000617397,91011,"spices; ginger, neither crushed nor ground",,,,,,,,,,,,
j7,Plant,Plant,Spices,Sp,TRUE,Nutmeg & Mace,Nutmeg & Mace,Nut,TRUE,Seed&Fruit,Myristica fragrans,,No,No,b27.2,b41.2,b40.2,Myristica fragrans,,6.02.02.02,nutmeg-mace,NA,NA,NA,NA,wfo-0000447317,090811-090821,"spices; nutmeg, neither crushed nor ground-spices; mace, neither crushed nor ground",,,,,,,,,,,,
j8,Plant,Plant,Spices,Sp,TRUE,Pepper (Seed),Pepper,Pep,TRUE,Seed,Piper sp,,No,No,b27.2,b41.2,b40.2,Piper sp.,Piper betle + Piper methysticum + Piper nigrum + Piper longum,6.02.02.01,"pepper, black",NA,NA,NA,NA,wfo-4000029808,90411,"spices; pepper (of the genus Piper), neither crushed nor ground",,,,,,,,,,,,
j8.1,Plant,Plant,Spices,Sp,TRUE,Pepper (Fruit),Pepper,Pep,TRUE,Fruit,Piper sp,,No,No,b27.2,b41.2,b40.2,Piper sp.,Piper betle + Piper methysticum + Piper nigrum + Piper longum,6.02.02.01,"pepper, black",NA,NA,NA,NA,wfo-4000029808,90411,"spices; pepper (of the genus Piper), neither crushed nor ground",,,,,,,,,,,,
j9,Plant,Plant,Spices,Sp,TRUE,Mint,Mint,Min,TRUE,Leaf,Mentha sp,,No,No,b27.2,b41.2,b40.2,Mentha sp.,Mentha arvensis var. piperascens + Mentha piperita + Mentha longifolia + Mentha pulegium + Mentha picata var. crispa + Mentha rotundifolia,9.03.01.01,mint (all varieties),NA,NA,NA,NA,wfo-4000023748,no match,,,,,,,,,,,,,
j13,Plant,Plant,Spices,Sp,TRUE,Star Anise or Badium,Star Anise,Sta,TRUE,Fruit,Illicium verum,,No,Yes,a17.1,a17.2,a17,NA,No Match,6.02.01.02,anise seed,NA,NA,NA,NA,wfo-0000730107,90961,"spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground",,,,,,,,,,,,
i13,Plant,Plant,Spices,Sp,TRUE,Turmeric,Turmeric,Turm,TRUE,Tuber/Root/Bulb,Curcuma longa,,No,Yes,a17.1,a17.2,a17,Curcuma longa,,6.02.02.90,turmeric,NA,NA,NA,NA,wfo-0000365771,91030,spices; turmeric (Curcuma),,,,,,,,,,,,
j10,Plant,Plant,Spices,Sp,TRUE,Vanilla,Vanilla,Van,TRUE,Fruit,Vanilla sp,,No,No,b27.2,b41.2,b40.2,Vanilla planifolia,,6.02.02.06,vanilla,NA,NA,NA,NA,wfo-4000040017,90510,"spices; vanilla, neither crushed nor ground",,,,,,,,,,,,
j14.2,Plant,Plant,Spices,Sp,TRUE,Dill (Oil),Dill,Dil,TRUE,Oil,Anethum graveolens,,No,No,b27.2,b41.2,b40.2,Anethum graveolens,,6.02.02.90,dill and dill seed,NA,NA,NA,NA,wfo-0000536042,no match,,,,,,,,,,,,,
j14.1,Plant,Plant,Spices,Sp,TRUE,Dill (Leaf),Dill,Dil,TRUE,Leaf,Anethum graveolens,,No,No,b27.2,b41.2,b40.2,Anethum graveolens,,6.02.02.90,dill and dill seed,NA,NA,NA,NA,wfo-0000536042,no match,,,,,,,,,,,,,
j14,Plant,Plant,Spices,Sp,TRUE,Dill (Seed),Dill,Dil,TRUE,Seed,Anethum graveolens,,No,No,b27.2,b41.2,b40.2,Anethum graveolens,,6.02.02.90,dill and dill seed,NA,NA,NA,NA,wfo-0000536042,no match,,,,,,,,,,,,,
k26.1,Plant,Plant,Spices,Sp,TRUE,Fennel (Oil),Fennel,Fen,TRUE,Oil,Foeniculum vulgare,,No,No,b27.2,b41.2,b40.2,Foeniculum vulgare,,6.02.01.02,fennel,NA,NA,NA,NA,wfo-0000691487,,,,,,,,,,,,,,
k26.2,Plant,Plant,Spices,Sp,TRUE,Fennel (Seed),Fennel,Fen,TRUE,Seed,Foeniculum vulgare,,No,No,b27.2,b41.2,b40.2,Foeniculum vulgare,,6.02.01.02,fennel,NA,NA,NA,NA,wfo-0000691487,90961,"spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground",,,,,,,,,,,,
k4,Plant,Plant,Vegetables,Ve,TRUE,Artichoke,Artichokes,Art,TRUE,Flower,Cynara cardunculus,,No,No,b27.2,b41.2,b40.2,Cynara cardunculus,,2.01.01,artichoke,NA,NA,NA,NA,wfo-0000013358,70991,"vegetables; globe artichokes, fresh or chilled",,,,,,,,,,,,
k5,Plant,Plant,Vegetables,Ve,TRUE,Asparagus,Asparagus,Asp,TRUE,Stalk,Asparagus officinalis,,No,No,b27.2,b41.2,b40.2,Asparagus officinalis,,2.01.02,asparagus,NA,NA,NA,NA,wfo-0000634022,70920,"vegetables; asparagus, fresh or chilled",,,,,,,,,,,,
i8,Plant,Plant,Vegetables,Ve,TRUE,Beetroot,Beetroot,Bee,TRUE,Tuber/Root/Bulb,Beta vulgaris,,No,No,b27.2,b41.2,b40.2,Beta vulgaris sp.,,8.01,"beet, fodder (mangel)-beet, red-beet, sugar-beet, sugar for fodder-beet, sugar for seeds",NA,NA,NA,NA,wfo-0000564998,70690,"vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",,,,,,,,,,,,
k6,Plant,Plant,Vegetables,Ve,TRUE,Cabbage,Cabbage,Cab,TRUE,Leaf,Brassica oleracea,Cabbage,No,No,b27.2,b41.2,b40.2,Brassica oleracea sp.,,2.01.03,"cabbage (red, white, savoy)",NA,NA,NA,NA,wfo-0000571350,70511,"vegetables; cabbage (head) lettuce (Lactuca sativa), fresh or chilled",,,,,,,,,,,,
k18,Plant,Plant,Vegetables,Ve,TRUE,Capsicum or Bell Pepper,Capsicum,Cap,TRUE,Fruit,Capsicum annuum,,No,No,b27.2,b41.2,b40.2,Capsicum annuum,,6.02.01.01,sweet pepper,NA,NA,NA,NA,wfo-0001019982,70960,"vegetables; fruits of the genus Capsicum or of the genus Pimenta, fresh or chilled",,,,,,,,,,,,
j4,Plant,Plant,Vegetables,Ve,TRUE,Chili & Hot Peppers,Chili,Chi,TRUE,Fruit,Capsicum sp,,No,No,b27.2,b41.2,b40.2,Capsicum sp.,,6.02.01.01,"chili, dry (all varieties)-chili, fresh (all varieties)",NA,NA,NA,NA,wfo-4000006624,70960,"vegetables; fruits of the genus Capsicum or of the genus Pimenta, fresh or chilled",,,,,,,,,,,,
i2,Plant,Plant,Vegetables,Ve,TRUE,Carrot,Carrot,Car,TRUE,Tuber/Root/Bulb,Daucus carota,,No,No,b27.2,b41.2,b40.2,Daucus carota,,2.03.01,"carrot, edible",NA,NA,NA,NA,wfo-0000638442-wfo-0000391752,70610,"vegetables, root; carrots and turnips, fresh or chilled",,,,,,,,,,,,
k37,Plant,Plant,Vegetables,Ve,TRUE,Parsnip,Parsnip,Par,TRUE,Tuber/Root/Bulb,Pastinaca sativa,,No,No,b27.2,b41.2,b40.2,Pastinaca sativa,,,,,,,,,,,,,,,,,,,,,,
k7,Plant,Plant,Vegetables,Ve,TRUE,Cauliflower & Broccoli,Cauliflower & Broccoli,Cau,TRUE,Flower,Brassica oleracea,,No,No,b27.2,b41.2,b40.2,Brassica oleracea vars. botrytis & italica,,2.01.04,cauliflower,NA,NA,NA,NA,wfo-0000571350,70410,"vegetables, Brassica; cauliflowers and headed broccoli, fresh or chilled",,,,,,,,,,,,
k17,Plant,Plant,Vegetables,Ve,TRUE,Celery,Celery,Cel,TRUE,Stalk,Apium graveolens,,No,No,b27.2,b41.2,b40.2,Apium graveolens sp.,,2.01.90,celery,NA,NA,NA,NA,wfo-0000540626,70940,"vegetables; celery (other than celeriac), fresh or chilled",,,,,,,,,,,,
k8,Plant,Plant,Vegetables,Ve,TRUE,Cucumber,Cucumber,Cuc,TRUE,Fruit,Cucumis sativus,,No,No,b27.2,b41.2,b40.2,Cucumis sativus,,2.02.01,cucumber,NA,NA,NA,NA,wfo-0000628992,70700,"vegetables; cucumbers and gherkins, fresh or chilled",,,,,,,,,,,,
k16,Plant,Plant,Vegetables,Ve,TRUE,Eggplant,Eggplant,Eggp,TRUE,Fruit,Solanum melongena,,No,No,b27.2,b41.2,b40.2,Solanum melongena,,2.02.02,eggplant,NA,NA,NA,NA,wfo-0001029464,70930,"vegetables; aubergines, (e.g. plants), fresh or chilled",,,,,,,,,,,,
